pk,num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete
38890,1,Internet,RoundTrip,35,5,7,Thu,ICNRGN,Myanmar (Burma),0,1,0,6.62,Fail
38891,1,Mobile,RoundTrip,625,5,15,Fri,ICNRGN,Myanmar (Burma),0,0,0,6.62,Fail
38892,1,Internet,RoundTrip,271,5,6,Wed,ICNSBW,Malaysia,0,1,0,6.62,Fail
38893,4,Internet,RoundTrip,148,5,9,Tue,ICNSBW,Malaysia,1,0,1,6.62,Fail
38894,1,Mobile,RoundTrip,51,5,6,Sun,ICNSBW,Malaysia,0,0,1,6.62,Fail
38895,2,Internet,RoundTrip,75,5,3,Tue,ICNSBW,Malaysia,1,1,0,6.62,Fail
38896,1,Internet,RoundTrip,67,5,0,Thu,ICNSBW,Malaysia,1,1,1,6.62,Success
38897,2,Internet,RoundTrip,477,5,2,Thu,ICNSBW,Malaysia,0,0,0,6.62,Fail
38898,1,Internet,RoundTrip,21,5,2,Mon,ICNSBW,Malaysia,0,0,0,6.62,Fail
38899,2,Internet,RoundTrip,271,5,9,Wed,ICNSBW,Malaysia,1,1,0,6.62,Fail
38900,1,Mobile,RoundTrip,37,5,6,Sun,ICNSBW,Malaysia,1,0,0,6.62,Fail
38901,1,Internet,RoundTrip,75,5,2,Tue,ICNSBW,Malaysia,1,1,0,6.62,Fail
38902,1,Internet,RoundTrip,36,5,5,Sun,ICNSBW,Malaysia,1,1,0,6.62,Fail
38903,1,Internet,RoundTrip,115,5,10,Mon,ICNSBW,Malaysia,1,1,1,6.62,Fail
38904,5,Internet,RoundTrip,25,5,8,Wed,ICNSBW,South Korea,1,0,1,6.62,Fail
38905,1,Internet,RoundTrip,387,5,5,Wed,ICNSBW,Malaysia,0,0,0,6.62,Fail
38906,1,Internet,RoundTrip,147,5,1,Wed,ICNSBW,Malaysia,1,0,1,6.62,Fail
38907,1,Internet,RoundTrip,148,5,9,Tue,ICNSBW,Malaysia,1,0,1,6.62,Fail
38908,5,Internet,RoundTrip,148,5,9,Tue,ICNSBW,Malaysia,1,0,1,6.62,Fail
38909,6,Internet,RoundTrip,271,5,3,Wed,ICNSBW,Malaysia,1,1,0,6.62,Fail
38910,5,Internet,RoundTrip,35,5,6,Fri,ICNSBW,Malaysia,1,1,0,6.62,Fail
38911,3,Internet,RoundTrip,171,5,6,Thu,ICNSBW,Malaysia,1,1,1,6.62,Fail
38912,2,Internet,RoundTrip,9,5,9,Sat,ICNSBW,Malaysia,1,1,0,6.62,Fail
38913,2,Internet,RoundTrip,306,5,12,Sat,ICNSGN,Vietnam,0,0,0,6.62,Fail
38914,1,Internet,RoundTrip,21,5,4,Fri,ICNSGN,South Korea,1,1,1,6.62,Fail
38915,2,Internet,RoundTrip,84,5,16,Sat,ICNSIN,South Korea,1,0,0,6.62,Fail
38916,1,Internet,RoundTrip,232,5,7,Mon,ICNSIN,South Korea,0,0,0,6.62,Fail
38917,4,Internet,RoundTrip,147,5,9,Thu,ICNSIN,Singapore,1,1,0,6.62,Success
38918,1,Internet,RoundTrip,12,5,15,Sat,ICNSIN,Singapore,0,0,0,6.62,Fail
38919,1,Mobile,RoundTrip,102,5,14,Sun,ICNSIN,South Korea,0,0,0,6.62,Fail
38920,1,Internet,RoundTrip,74,5,13,Fri,ICNSIN,South Korea,0,0,0,6.62,Fail
38921,4,Internet,RoundTrip,296,5,22,Tue,ICNSIN,South Korea,1,0,0,6.62,Fail
38922,2,Internet,RoundTrip,53,5,8,Sun,ICNSIN,South Korea,1,0,0,6.62,Fail
38923,4,Internet,RoundTrip,41,5,10,Wed,ICNSIN,Singapore,1,1,0,6.62,Success
38924,2,Internet,RoundTrip,25,5,6,Fri,ICNSIN,Singapore,1,0,0,6.62,Success
38925,1,Internet,RoundTrip,151,5,11,Sat,ICNSIN,South Korea,1,0,0,6.62,Fail
38926,1,Mobile,RoundTrip,21,5,11,Thu,ICNSIN,Singapore,1,1,1,6.62,Fail
38927,1,Internet,RoundTrip,93,5,12,Wed,ICNSIN,South Korea,0,0,0,6.62,Fail
38928,1,Internet,RoundTrip,34,5,13,Tue,ICNSIN,Singapore,1,1,0,6.62,Fail
38929,2,Internet,RoundTrip,223,5,14,Tue,ICNSIN,South Korea,1,0,1,6.62,Fail
38930,1,Internet,RoundTrip,36,5,8,Fri,ICNSIN,South Korea,1,0,1,6.62,Fail
38931,3,Internet,RoundTrip,124,5,8,Wed,ICNSIN,South Korea,0,0,0,6.62,Fail
38932,1,Internet,RoundTrip,1,5,10,Sat,ICNSIN,South Korea,1,1,1,6.62,Fail
38933,1,Internet,RoundTrip,133,5,13,Mon,ICNSIN,South Korea,0,0,0,6.62,Fail
38934,1,Internet,RoundTrip,226,5,12,Sun,ICNSIN,South Korea,0,0,0,6.62,Fail
38935,1,Internet,RoundTrip,57,5,15,Wed,ICNSIN,South Korea,0,0,0,6.62,Fail
38936,1,Internet,RoundTrip,96,5,7,Tue,ICNSIN,South Korea,1,0,0,6.62,Fail
38937,3,Internet,RoundTrip,78,5,2,Mon,ICNSIN,South Korea,1,0,0,6.62,Fail
38938,2,Internet,RoundTrip,22,5,7,Sun,ICNSIN,South Korea,1,0,1,6.62,Fail
38939,2,Internet,RoundTrip,171,5,14,Sat,ICNSIN,Singapore,1,0,1,6.62,Fail
38940,2,Internet,RoundTrip,120,5,3,Sun,ICNSIN,South Korea,1,1,0,6.62,Fail
38941,1,Internet,RoundTrip,25,5,15,Sun,ICNSIN,Singapore,1,0,0,6.62,Success
38942,1,Internet,RoundTrip,44,5,11,Fri,ICNSIN,Australia,1,1,1,6.62,Fail
38943,2,Internet,RoundTrip,141,5,13,Fri,ICNSIN,Singapore,0,0,0,6.62,Fail
38944,2,Internet,RoundTrip,131,5,11,Fri,ICNSIN,Singapore,1,0,0,6.62,Fail
38945,1,Internet,RoundTrip,19,5,11,Tue,ICNSIN,South Korea,1,1,1,6.62,Fail
38946,2,Internet,RoundTrip,171,5,12,Sun,ICNSIN,South Korea,1,0,0,6.62,Fail
38947,1,Internet,RoundTrip,251,5,3,Fri,ICNSIN,Singapore,0,0,1,6.62,Fail
38948,1,Mobile,RoundTrip,81,5,11,Sun,ICNSIN,Malaysia,0,0,0,6.62,Fail
38949,1,Internet,RoundTrip,227,5,15,Sun,ICNSIN,Singapore,0,0,1,6.62,Fail
38950,2,Internet,RoundTrip,75,5,14,Thu,ICNSIN,South Korea,1,0,0,6.62,Fail
38951,1,Internet,RoundTrip,1,5,11,Sat,ICNSIN,Singapore,0,0,0,6.62,Fail
38952,2,Internet,RoundTrip,212,5,23,Tue,ICNSIN,United Kingdom,1,0,0,6.62,Fail
38953,2,Internet,RoundTrip,84,5,13,Thu,ICNSIN,South Korea,1,0,0,6.62,Fail
38954,2,Internet,RoundTrip,34,5,15,Wed,ICNSIN,South Korea,1,1,0,6.62,Fail
38955,3,Internet,RoundTrip,130,5,8,Tue,ICNSIN,South Korea,1,0,0,6.62,Fail
38956,2,Internet,RoundTrip,14,5,14,Wed,ICNSIN,Singapore,1,1,0,6.62,Fail
38957,2,Internet,RoundTrip,92,5,16,Wed,ICNSIN,South Korea,1,0,0,6.62,Fail
38958,3,Internet,RoundTrip,81,5,0,Sat,ICNSIN,South Korea,1,0,1,6.62,Fail
38959,5,Internet,RoundTrip,28,5,8,Sun,ICNSIN,Singapore,0,1,1,6.62,Success
38960,1,Internet,RoundTrip,9,5,12,Wed,ICNSIN,Singapore,1,0,0,6.62,Fail
38961,2,Internet,RoundTrip,232,5,11,Mon,ICNSIN,South Korea,0,0,0,6.62,Fail
38962,2,Internet,RoundTrip,50,5,5,Thu,ICNSIN,China,1,0,0,6.62,Fail
38963,1,Internet,RoundTrip,3,5,14,Mon,ICNSIN,South Korea,0,0,0,6.62,Fail
38964,5,Internet,RoundTrip,336,5,7,Mon,ICNSIN,Malaysia,0,0,0,6.62,Fail
38965,3,Internet,RoundTrip,217,5,13,Fri,ICNSIN,Singapore,1,0,0,6.62,Success
38966,2,Internet,RoundTrip,80,5,17,Sun,ICNSIN,Singapore,1,0,0,6.62,Fail
38967,1,Internet,RoundTrip,27,5,14,Mon,ICNSIN,Singapore,0,0,0,6.62,Fail
38968,1,Internet,RoundTrip,28,5,13,Tue,ICNSIN,South Korea,1,0,0,6.62,Fail
38969,1,Internet,RoundTrip,9,5,14,Fri,ICNSIN,Singapore,1,0,0,6.62,Fail
38970,2,Internet,RoundTrip,111,5,12,Wed,ICNSIN,South Korea,1,0,1,6.62,Fail
38971,1,Internet,RoundTrip,16,5,13,Thu,ICNSIN,Singapore,0,0,0,6.62,Fail
38972,1,Mobile,RoundTrip,100,5,21,Sun,ICNSIN,South Korea,0,0,1,6.62,Fail
38973,2,Internet,RoundTrip,50,5,10,Wed,ICNSIN,Singapore,1,0,0,6.62,Success
38974,3,Mobile,RoundTrip,273,5,12,Mon,ICNSIN,South Korea,0,0,1,6.62,Fail
38975,3,Internet,RoundTrip,147,5,8,Tue,ICNSIN,South Korea,1,0,0,6.62,Fail
38976,1,Internet,RoundTrip,246,5,3,Mon,ICNSIN,South Korea,0,0,0,6.62,Fail
38977,4,Internet,RoundTrip,85,5,14,Wed,ICNSIN,South Korea,1,0,0,6.62,Fail
38978,2,Mobile,RoundTrip,25,5,14,Tue,ICNSIN,Singapore,1,1,1,6.62,Success
38979,2,Internet,RoundTrip,129,5,14,Mon,ICNSIN,Singapore,1,0,1,6.62,Fail
38980,2,Internet,RoundTrip,114,5,2,Mon,ICNSIN,South Korea,1,0,0,6.62,Fail
38981,2,Internet,RoundTrip,72,5,16,Mon,ICNSIN,South Korea,0,1,0,6.62,Fail
38982,2,Internet,RoundTrip,117,5,5,Mon,ICNSIN,South Korea,1,1,0,6.62,Fail
38983,3,Internet,RoundTrip,91,5,16,Sat,ICNSIN,South Korea,1,0,0,6.62,Fail
38984,1,Internet,RoundTrip,142,5,23,Tue,ICNSIN,South Korea,0,0,0,6.62,Fail
38985,1,Internet,RoundTrip,17,5,14,Mon,ICNSIN,South Korea,0,0,1,6.62,Fail
38986,2,Internet,RoundTrip,8,5,10,Thu,ICNSIN,South Korea,1,0,0,6.62,Fail
38987,3,Internet,RoundTrip,30,5,5,Tue,ICNSIN,Singapore,1,0,0,6.62,Fail
38988,1,Internet,RoundTrip,58,5,8,Mon,ICNSIN,South Korea,1,0,0,6.62,Fail
38989,2,Internet,RoundTrip,207,5,5,Sun,ICNSIN,South Korea,0,0,0,6.62,Fail
38990,1,Internet,RoundTrip,142,5,9,Tue,ICNSIN,South Korea,0,0,0,6.62,Fail
38991,1,Internet,RoundTrip,50,5,0,Mon,ICNSIN,Singapore,0,0,0,6.62,Fail
38992,1,Internet,RoundTrip,34,5,15,Wed,ICNSIN,South Korea,0,0,0,6.62,Fail
38993,1,Internet,RoundTrip,18,5,6,Sat,ICNSIN,South Korea,0,0,1,6.62,Fail
38994,3,Internet,RoundTrip,79,5,5,Sun,ICNSIN,South Korea,1,0,0,6.62,Fail
38995,2,Internet,RoundTrip,173,5,13,Thu,ICNSIN,South Korea,1,0,0,6.62,Fail
38996,2,Internet,RoundTrip,39,5,13,Thu,ICNSIN,South Korea,0,0,1,6.62,Fail
38997,2,Internet,RoundTrip,7,5,8,Thu,ICNSIN,South Korea,1,0,0,6.62,Fail
38998,2,Internet,RoundTrip,156,5,6,Mon,ICNSIN,Malaysia,0,0,0,6.62,Fail
38999,2,Internet,RoundTrip,59,5,6,Mon,ICNSIN,South Korea,0,0,0,6.62,Fail
39000,2,Internet,RoundTrip,6,5,1,Tue,ICNSIN,United States,1,0,0,6.62,Fail
39001,2,Internet,RoundTrip,16,5,16,Fri,ICNSIN,Singapore,1,1,1,6.62,Success
39002,1,Internet,RoundTrip,19,5,11,Fri,ICNSIN,Singapore,0,0,0,6.62,Success
39003,3,Internet,RoundTrip,8,5,11,Mon,ICNSIN,South Korea,1,0,0,6.62,Fail
39004,1,Mobile,RoundTrip,5,5,11,Sat,ICNSIN,Singapore,0,0,0,6.62,Fail
39005,2,Internet,RoundTrip,74,5,9,Sun,ICNSIN,South Korea,1,0,0,6.62,Fail
39006,3,Internet,RoundTrip,372,5,9,Wed,ICNSIN,South Korea,0,0,0,6.62,Fail
39007,1,Internet,RoundTrip,45,5,1,Sat,ICNSIN,Singapore,0,0,0,6.62,Fail
39008,1,Internet,RoundTrip,27,5,7,Mon,ICNSIN,Singapore,0,0,0,6.62,Fail
39009,2,Internet,RoundTrip,85,5,3,Tue,ICNSIN,South Korea,1,1,0,6.62,Fail
39010,1,Internet,RoundTrip,16,5,2,Tue,ICNSIN,South Korea,1,0,0,6.62,Fail
39011,2,Internet,RoundTrip,84,5,9,Sun,ICNSIN,South Korea,0,0,0,6.62,Fail
39012,2,Internet,RoundTrip,52,5,8,Sun,ICNSIN,South Korea,1,0,1,6.62,Fail
39013,1,Internet,RoundTrip,78,5,14,Sun,ICNSIN,South Korea,1,0,1,6.62,Fail
39014,1,Internet,RoundTrip,39,5,13,Fri,ICNSIN,South Korea,0,0,1,6.62,Fail
39015,2,Internet,RoundTrip,122,5,13,Thu,ICNSIN,South Korea,0,0,0,6.62,Fail
39016,2,Mobile,RoundTrip,7,5,21,Mon,ICNSIN,South Korea,1,1,0,6.62,Fail
39017,5,Internet,RoundTrip,170,5,15,Tue,ICNSIN,South Korea,1,1,1,6.62,Fail
39018,3,Internet,RoundTrip,178,5,4,Fri,ICNSIN,South Korea,1,0,0,6.62,Fail
39019,1,Mobile,RoundTrip,10,5,12,Wed,ICNSIN,Singapore,0,0,0,6.62,Fail
39020,1,Internet,RoundTrip,26,5,14,Wed,ICNSIN,South Korea,1,0,0,6.62,Fail
39021,1,Internet,RoundTrip,22,5,6,Wed,ICNSIN,South Korea,0,1,0,6.62,Fail
39022,2,Internet,RoundTrip,86,5,14,Sun,ICNSIN,Singapore,1,0,0,6.62,Fail
39023,1,Internet,RoundTrip,35,5,11,Fri,ICNSIN,South Korea,0,0,0,6.62,Fail
39024,1,Internet,RoundTrip,80,5,16,Mon,ICNSIN,South Korea,1,0,1,6.62,Fail
39025,2,Internet,RoundTrip,18,5,5,Thu,ICNSIN,South Korea,1,0,0,6.62,Fail
39026,1,Internet,RoundTrip,240,5,15,Tue,ICNSIN,South Korea,0,0,0,6.62,Fail
39027,1,Internet,RoundTrip,65,5,9,Fri,ICNSIN,Malaysia,1,0,1,6.62,Success
39028,1,Internet,RoundTrip,32,5,5,Sat,ICNSIN,Singapore,0,0,0,6.62,Fail
39029,1,Internet,RoundTrip,2,5,7,Mon,ICNSIN,Singapore,0,1,0,6.62,Fail
39030,4,Mobile,RoundTrip,110,5,17,Fri,ICNSIN,South Korea,1,0,1,6.62,Fail
39031,1,Internet,OneWay,13,5,12,Wed,ICNSIN,Singapore,1,0,1,6.62,Fail
39032,1,Internet,RoundTrip,34,5,10,Mon,ICNSIN,Singapore,1,1,0,6.62,Fail
39033,1,Internet,RoundTrip,16,5,12,Mon,ICNSIN,South Korea,0,0,0,6.62,Fail
39034,4,Internet,RoundTrip,418,5,2,Sun,ICNSIN,South Korea,0,0,0,6.62,Fail
39035,2,Internet,RoundTrip,62,5,10,Wed,ICNSIN,South Korea,1,0,0,6.62,Fail
39036,3,Internet,RoundTrip,91,5,15,Mon,ICNSIN,South Korea,0,0,0,6.62,Fail
39037,3,Mobile,RoundTrip,59,5,17,Mon,ICNSIN,South Korea,1,0,0,6.62,Fail
39038,1,Internet,RoundTrip,87,5,14,Sun,ICNSIN,Singapore,1,0,0,6.62,Fail
39039,3,Internet,RoundTrip,22,5,16,Mon,ICNSIN,Singapore,1,0,1,6.62,Success
39040,1,Internet,RoundTrip,23,5,9,Thu,ICNSIN,Indonesia,0,0,0,6.62,Fail
39041,1,Mobile,RoundTrip,58,5,4,Tue,ICNSIN,Singapore,1,0,0,6.62,Fail
39042,2,Internet,RoundTrip,27,5,8,Fri,ICNSIN,South Korea,0,0,0,6.62,Fail
39043,2,Mobile,RoundTrip,73,5,17,Sun,ICNSIN,Singapore,1,0,1,6.62,Fail
39044,4,Internet,RoundTrip,352,5,14,Sun,ICNSIN,Taiwan,0,0,1,6.62,Success
39045,3,Internet,RoundTrip,232,5,6,Mon,ICNSIN,South Korea,1,0,0,6.62,Fail
39046,1,Internet,RoundTrip,20,5,8,Wed,ICNSIN,South Korea,1,0,0,6.62,Fail
39047,3,Internet,RoundTrip,54,5,18,Sat,ICNSIN,South Korea,1,0,1,6.62,Fail
39048,1,Internet,RoundTrip,240,5,14,Tue,ICNSIN,South Korea,1,0,0,6.62,Fail
39049,2,Internet,RoundTrip,144,5,6,Wed,ICNSIN,South Korea,1,0,0,6.62,Fail
39050,1,Internet,RoundTrip,9,5,13,Tue,ICNSIN,Thailand,0,0,0,6.62,Fail
39051,2,Internet,RoundTrip,228,5,9,Fri,ICNSIN,South Korea,0,0,0,6.62,Fail
39052,2,Internet,RoundTrip,20,5,7,Sat,ICNSIN,Singapore,1,0,0,6.62,Success
39053,1,Mobile,RoundTrip,111,5,13,Mon,ICNSIN,Singapore,1,1,1,6.62,Success
39054,1,Internet,RoundTrip,6,5,10,Tue,ICNSIN,Singapore,0,0,0,6.62,Fail
39055,1,Internet,RoundTrip,9,5,6,Fri,ICNSIN,Singapore,0,0,0,6.62,Fail
39056,1,Internet,RoundTrip,33,5,15,Sat,ICNSIN,South Korea,1,0,0,6.62,Fail
39057,3,Internet,RoundTrip,66,5,16,Fri,ICNSIN,Singapore,1,0,0,6.62,Success
39058,1,Internet,RoundTrip,92,5,15,Wed,ICNSIN,South Korea,1,0,0,6.62,Fail
39059,1,Internet,RoundTrip,135,5,13,Sun,ICNSIN,South Korea,0,0,0,6.62,Fail
39060,1,Internet,RoundTrip,93,5,12,Wed,ICNSIN,South Korea,1,0,0,6.62,Fail
39061,2,Internet,RoundTrip,47,5,10,Sun,ICNSIN,Singapore,0,1,0,6.62,Success
39062,1,Internet,RoundTrip,15,5,10,Thu,ICNSIN,South Korea,1,0,0,6.62,Fail
39063,1,Internet,RoundTrip,232,5,6,Mon,ICNSIN,South Korea,0,0,0,6.62,Fail
39064,2,Internet,RoundTrip,42,5,7,Tue,ICNSIN,South Korea,1,0,1,6.62,Fail
39065,1,Internet,RoundTrip,99,5,7,Mon,ICNSIN,South Korea,1,1,1,6.62,Fail
39066,1,Internet,RoundTrip,142,5,14,Mon,ICNSIN,South Korea,0,0,0,6.62,Fail
39067,1,Mobile,RoundTrip,16,5,16,Sun,ICNSIN,Singapore,0,1,1,6.62,Fail
39068,1,Internet,RoundTrip,19,5,16,Thu,ICNSIN,Singapore,0,0,1,6.62,Fail
39069,2,Internet,RoundTrip,150,5,4,Wed,ICNSIN,South Korea,0,0,0,6.62,Fail
39070,1,Internet,RoundTrip,39,5,13,Fri,ICNSIN,South Korea,1,0,1,6.62,Fail
39071,1,Internet,RoundTrip,112,5,4,Fri,ICNSIN,Singapore,0,0,1,6.62,Fail
39072,1,Internet,RoundTrip,192,5,8,Tue,ICNSIN,South Korea,1,0,0,6.62,Fail
39073,1,Internet,RoundTrip,228,5,3,Fri,ICNSIN,South Korea,0,0,0,6.62,Fail
39074,1,Internet,RoundTrip,100,5,3,Fri,ICNSIN,South Korea,0,0,1,6.62,Fail
39075,2,Internet,RoundTrip,62,5,5,Sat,ICNSIN,Singapore,1,0,0,6.62,Fail
39076,2,Mobile,RoundTrip,79,5,2,Tue,ICNSIN,South Korea,1,1,1,6.62,Fail
39077,2,Internet,RoundTrip,45,5,12,Thu,ICNSIN,Malaysia,1,0,0,6.62,Fail
39078,1,Internet,RoundTrip,27,5,6,Wed,ICNSIN,South Korea,0,0,0,6.62,Fail
39079,2,Internet,RoundTrip,15,5,10,Sun,ICNSIN,South Korea,1,0,1,6.62,Fail
39080,1,Mobile,RoundTrip,57,5,2,Tue,ICNSIN,South Korea,1,0,0,6.62,Fail
39081,2,Internet,RoundTrip,3,5,16,Sun,ICNSIN,Singapore,1,1,1,6.62,Success
39082,2,Internet,RoundTrip,12,5,5,Tue,ICNSIN,South Korea,0,1,0,6.62,Fail
39083,2,Internet,RoundTrip,12,5,7,Fri,ICNSIN,South Korea,0,0,0,6.62,Fail
39084,1,Internet,RoundTrip,115,5,4,Sat,ICNSIN,South Korea,0,0,1,6.62,Fail
39085,2,Internet,RoundTrip,105,5,1,Wed,ICNSIN,South Korea,1,0,1,6.62,Fail
39086,2,Internet,RoundTrip,87,5,11,Sat,ICNSIN,South Korea,1,0,1,6.62,Fail
39087,2,Internet,RoundTrip,8,5,23,Wed,ICNSIN,South Korea,0,0,0,6.62,Fail
39088,4,Internet,RoundTrip,84,5,14,Sat,ICNSIN,South Korea,1,0,0,6.62,Fail
39089,1,Internet,RoundTrip,96,5,16,Thu,ICNSIN,South Korea,0,0,0,6.62,Fail
39090,1,Internet,RoundTrip,13,5,1,Thu,ICNSIN,South Korea,0,0,1,6.62,Fail
39091,1,Internet,RoundTrip,258,5,7,Thu,ICNSIN,South Korea,0,0,0,6.62,Fail
39092,2,Internet,RoundTrip,52,5,14,Mon,ICNSIN,South Korea,1,1,1,6.62,Fail
39093,1,Internet,RoundTrip,252,5,14,Mon,ICNSIN,South Korea,0,0,0,6.62,Fail
39094,2,Internet,RoundTrip,61,5,0,Fri,ICNSIN,South Korea,0,0,0,6.62,Fail
39095,7,Internet,RoundTrip,228,5,16,Sun,ICNSUB,Indonesia,1,0,1,6.62,Fail
39096,2,Internet,RoundTrip,388,5,1,Sun,ICNSUB,Indonesia,1,1,0,6.62,Fail
39097,1,Mobile,RoundTrip,58,5,5,Thu,ICNSUB,Indonesia,1,0,0,6.62,Fail
39098,6,Mobile,RoundTrip,85,5,7,Mon,ICNSUB,Indonesia,0,0,0,6.62,Fail
39099,1,Internet,RoundTrip,418,5,13,Thu,ICNSUB,Indonesia,0,0,0,6.62,Fail
39100,1,Internet,RoundTrip,79,5,10,Fri,ICNSUB,South Korea,1,0,0,6.62,Fail
39101,3,Internet,RoundTrip,20,5,14,Thu,ICNSUB,South Korea,1,0,0,6.62,Success
39102,1,Internet,RoundTrip,284,5,3,Sun,ICNSUB,Indonesia,1,0,0,6.62,Success
39103,1,Mobile,RoundTrip,416,5,14,Sun,ICNSUB,Indonesia,0,0,1,6.62,Fail
39104,2,Internet,RoundTrip,423,5,17,Sat,ICNSUB,Indonesia,0,1,0,6.62,Fail
39105,2,Mobile,RoundTrip,290,5,3,Mon,ICNSUB,Indonesia,1,0,0,6.62,Success
39106,2,Internet,RoundTrip,27,5,11,Wed,ICNSUB,Indonesia,1,1,0,6.62,Fail
39107,1,Internet,RoundTrip,114,5,1,Thu,ICNSUB,Indonesia,0,0,0,6.62,Fail
39108,1,Internet,RoundTrip,6,5,0,Thu,ICNSUB,South Korea,1,0,1,6.62,Fail
39109,3,Internet,RoundTrip,340,5,13,Sun,ICNSUB,Indonesia,0,0,0,6.62,Fail
39110,1,Internet,RoundTrip,302,5,11,Tue,ICNSUB,Indonesia,0,0,0,6.62,Fail
39111,1,Mobile,RoundTrip,1,5,11,Thu,ICNSUB,Indonesia,0,1,0,6.62,Fail
39112,3,Internet,RoundTrip,198,5,5,Tue,ICNSUB,Indonesia,1,0,0,6.62,Success
39113,1,Internet,RoundTrip,30,5,12,Wed,ICNSUB,South Korea,1,1,1,6.62,Fail
39114,1,Internet,RoundTrip,28,5,13,Thu,ICNSUB,Indonesia,1,0,1,6.62,Fail
39115,1,Internet,RoundTrip,95,5,18,Thu,ICNSYD,South Korea,0,0,1,8.58,Fail
39116,1,Internet,RoundTrip,165,5,14,Sun,ICNSYD,South Korea,1,1,1,8.58,Fail
39117,1,Internet,RoundTrip,22,5,2,Wed,ICNSYD,Australia,1,1,1,8.58,Fail
39118,1,Mobile,RoundTrip,66,5,13,Sun,ICNSYD,South Korea,0,0,0,8.58,Fail
39119,3,Internet,RoundTrip,353,5,10,Sat,ICNSYD,South Korea,1,1,1,8.58,Fail
39120,1,Internet,RoundTrip,44,5,16,Tue,ICNSYD,South Korea,0,0,0,8.58,Fail
39121,1,Internet,RoundTrip,221,5,2,Wed,ICNSYD,South Korea,1,1,1,8.58,Fail
39122,1,Internet,RoundTrip,79,5,14,Sun,ICNSYD,South Korea,1,0,0,8.58,Fail
39123,2,Internet,RoundTrip,21,5,1,Mon,ICNSYD,South Korea,1,1,0,8.58,Fail
39124,1,Mobile,RoundTrip,0,5,7,Wed,ICNSYD,Australia,0,0,0,8.58,Fail
39125,2,Internet,RoundTrip,64,5,11,Wed,ICNSYD,South Korea,1,0,0,8.58,Fail
39126,1,Internet,RoundTrip,71,5,1,Thu,ICNSYD,South Korea,1,0,1,8.58,Fail
39127,1,Internet,RoundTrip,18,5,5,Tue,ICNSYD,South Korea,1,0,0,8.58,Fail
39128,2,Internet,RoundTrip,203,5,8,Sun,ICNSYD,South Korea,1,0,1,8.58,Fail
39129,1,Internet,RoundTrip,69,5,13,Wed,ICNSYD,South Korea,1,1,1,8.58,Fail
39130,2,Internet,RoundTrip,40,5,16,Sun,ICNSYD,South Korea,1,0,0,8.58,Fail
39131,2,Internet,RoundTrip,139,5,13,Mon,ICNSYD,South Korea,1,1,1,8.58,Fail
39132,1,Internet,RoundTrip,64,5,15,Tue,ICNSYD,South Korea,1,1,1,8.58,Fail
39133,1,Internet,RoundTrip,424,5,17,Sat,ICNSYD,South Korea,1,1,1,8.58,Fail
39134,1,Mobile,RoundTrip,270,5,8,Fri,ICNSYD,South Korea,1,0,0,8.58,Fail
39135,1,Internet,RoundTrip,64,5,7,Wed,ICNSYD,South Korea,1,0,1,8.58,Fail
39136,1,Internet,RoundTrip,24,5,7,Thu,ICNSYD,South Korea,1,1,1,8.58,Fail
39137,1,Internet,RoundTrip,9,5,17,Tue,ICNSYD,South Korea,0,0,0,8.58,Fail
39138,1,Internet,RoundTrip,354,5,11,Fri,ICNSYD,South Korea,0,1,0,8.58,Fail
39139,1,Internet,RoundTrip,78,5,8,Thu,ICNSYD,South Korea,1,1,0,8.58,Fail
39140,2,Mobile,RoundTrip,50,5,16,Thu,ICNSYD,Australia,1,1,1,8.58,Fail
39141,1,Mobile,RoundTrip,12,5,7,Mon,ICNSYD,South Korea,1,1,1,8.58,Fail
39142,1,Internet,RoundTrip,132,5,10,Sun,ICNSYD,South Korea,1,0,0,8.58,Fail
39143,2,Internet,RoundTrip,42,5,5,Sun,ICNSYD,South Korea,1,0,1,8.58,Fail
39144,1,Internet,RoundTrip,49,5,3,Tue,ICNSYD,South Korea,1,0,0,8.58,Fail
39145,1,Mobile,RoundTrip,68,5,13,Sun,ICNSYD,South Korea,1,0,0,8.58,Fail
39146,1,Internet,RoundTrip,8,5,2,Tue,ICNSYD,South Korea,0,0,1,8.58,Fail
39147,1,Internet,OneWay,119,5,8,Sun,ICNSYD,South Korea,0,0,0,8.58,Fail
39148,1,Mobile,RoundTrip,200,5,9,Mon,ICNSYD,South Korea,0,1,0,8.58,Fail
39149,1,Internet,RoundTrip,66,5,1,Mon,ICNSYD,South Korea,1,1,1,8.58,Fail
39150,2,Internet,RoundTrip,292,5,23,Thu,ICNSYD,South Korea,1,0,0,8.58,Fail
39151,2,Internet,OneWay,56,5,4,Mon,ICNSYD,South Korea,1,1,0,8.58,Fail
39152,1,Internet,RoundTrip,88,5,14,Wed,ICNSYD,South Korea,1,1,1,8.58,Fail
39153,1,Internet,OneWay,110,5,17,Fri,ICNSYD,South Korea,0,1,1,8.58,Fail
39154,2,Internet,RoundTrip,175,5,17,Thu,ICNSYD,South Korea,1,1,1,8.58,Fail
39155,2,Internet,RoundTrip,96,5,13,Tue,ICNSYD,South Korea,1,0,1,8.58,Fail
